id,school_name,school_type,Official Low Year Level,Official High Year Level,school_address,suburb,postcode,Sector,sector,school_lon,school_lat
9676,Burpengary State Secondary College,,Year 7,Year 12,196 Pitt Road,Burpengary,4505,State,,152.977393,-27.170609
1129,Burra Burri State School,,Prep Year,Year 6,3173 Burra Burri Creek Road,Burra Burri,4413,State,,151.02373,-26.50936
1966,Burrowes State School,,Prep Year,Year 6,Third Avenue,Marsden,4132,State,,153.089804,-27.676279
1427,Butchers Creek State School,,Prep Year,Year 6,Cnr Topaz & Gadaloff Roads,Butchers Creek,4885,State,,145.692288,-17.361216
379,Bwgcolman Community School,,Early Childhood,Year 12,Creek Road,Palm Island,4816,State,,146.578199,-18.736204
1318,Byfield State School,,Prep Year,Year 6,2233 Byfield Road,Byfield,4703,State,,150.64619,-22.841252
1047,Bymount East State School,,Prep Year,Year 6,6441 Carnarvon Highway,Bymount,4455,State,,148.60269,-26.063808
1903,Caboolture East State School,,Early Childhood,Year 6,44 Manley Street,Caboolture,4510,State,,152.960977,-27.077547
1693,Caboolture Montessori School (Caboolture),,Prep Year,Year 6,200 Old Gympie Road,Caboolture,4510,Non-State,Independent,152.939291,-27.055475
3045,Caboolture Special School,,Prep Year,Year 12,Torrens Road,Caboolture South,4510,State,,152.943823,-27.096752
2066,Caboolture State High School,,Year 7,Year 12,Lee Street,Caboolture,4510,State,,152.961074,-27.084139
369,Caboolture State School,,Prep Year,Year 6,12 George Street,Caboolture,4510,State,,152.948729,-27.082517
5486,Cairns Adventist College (Gordonvale),,Prep Year,Year 6,42 Crossland Road,Gordonvale,4865,Non-State,Independent,145.792313,-17.076055
2419,Cairns Hinterland Steiner School (Kuranda),,Prep Year,Year 11,46 Boyles Road,Kuranda,4881,Non-State,Independent,145.588513,-16.812431
3601,Cairns School of Distance Education,,Prep Year,Year 12,62 Hoare Street,Manunda,4870,State,,145.750777,-16.92359
2005,Cairns State High School,,Year 7,Year 12,Cnr Sheridan & Upward Streets,Cairns North,4870,State,,145.768025,-16.916645
A029,Cairns State Special School,,Prep Year,Year 12,Windarra Street,Woree,4868,State,,145.7402,-16.9631
1522,Cairns West State School,,Prep Year,Year 6,Mayers Street,Manunda,4870,State,,145.74228,-16.92369
1699,Calamvale Community College,,Prep Year,Year 12,11 Hamish Street,Calamvale,4116,State,,153.042899,-27.625696
3055,Calamvale Special School,,Prep Year,Year 12,29 Nottingham Road,Calamvale,4116,State,,153.044867,-27.630062
1550,Calen District State College,,Prep Year,Year 12,38 McIntyre Street,Calen,4798,State,,148.770455,-20.899303
9790,Calliope State High School,,Year 7,Year 8,55 Don Cameron Drive,Calliope,4680,State,,151.214958,-23.999774
20,Calliope State School,,Prep Year,Year 6,Stirrat Street,Calliope,4680,State,,151.202922,-24.004837
5585,Caloundra Christian College (Caloundra),,Prep Year,Year 12,7 Gregson Place,Caloundra,4551,Non-State,Independent,153.118457,-26.799765
5301,Caloundra City Private School (Pelican Waters),,Prep Year,Year 12,200 Pelican Waters Boulevard,Pelican Waters,4551,Non-State,Independent,153.103956,-26.824051
2116,Caloundra State High School,,Year 7,Year 12,88 Queen Street,Caloundra,4551,State,,153.125545,-26.793826
859,Caloundra State School,,Prep Year,Year 6,56A Queen Street,Caloundra,4551,State,,153.13501,-26.797111
5884,Calvary Christian College (Mount Louisa),,Prep Year,Year 12,569 Bayswater Road,Mount Louisa,4814,Non-State,Independent,146.738237,-19.270303
5540,Calvary Christian College (Springwood),,Prep Year,Year 6,161 Dennis Road,Springwood,4127,Non-State,Independent,153.142904,-27.615546
196,Cambooya State School,,Prep Year,Year 6,Harrow Street,Cambooya,4358,State,,151.866872,-27.708783
483,Cameron Downs State School,,Early Childhood,Year 6,Hughenden-Muttaburra Road,Tangorin,4821,State,,144.278845,-21.374579
352,Camira State School,,Prep Year,Year 6,184-202 Old Logan Road,Camira,4300,State,,152.914644,-27.621316
714,Camooweal State School,,Early Childhood,Year 6,Nowranie Street,Camooweal,4828,State,,138.120361,-19.918829
1854,Camp Hill State Infants and Primary School,,Prep Year,Year 6,676 Old Cleveland Road,Camp Hill,4152,State,,153.078576,-27.492941
1967,Caningeraba State School,,Prep Year,Year 6,Whistler Drive,Burleigh Waters,4220,State,,153.430206,-28.085348
5797,Cannon Hill Anglican College (Cannon Hill),,Prep Year,Year 12,Cnr Junction and Krupp Roads,Cannon Hill,4170,Non-State,Independent,153.084099,-27.460332
1476,Cannon Hill State School,,Prep Year,Year 6,845 Wynnum Road,Cannon Hill,4170,State,,153.083826,-27.468177
589,Cannonvale State School,,Prep Year,Year 6,56 Coral Esplanade,Cannonvale,4802,State,,148.69967,-20.274758
5445,Canterbury College (Waterford),,Prep Year,Year 12,Old Logan Village Road,Waterford,4133,Non-State,Independent,153.149369,-27.7099
566,Canungra State School,,Prep Year,Year 6,Christie Street,Canungra,4275,State,,153.162365,-28.016911
5534,Capalaba State College,,Early Childhood,Year 12,School Road,Capalaba,4157,State,,153.189826,-27.53641
8009,Cape York Aboriginal Australian Academy,,Prep Year,Year 6,Cnr Thiele & Poland Streets,Hope Vale,4895,State,,145.108091,-15.295258
2182,Capella State High School,,Year 7,Year 12,35-45 Gordon Street,Capella,4723,State,,148.030481,-23.088158
410,Capella State School,,Prep Year,Year 6,41 Huntley Street,Capella,4723,State,,148.024701,-23.082625
3612,Capricornia (Emerald Campus) School of Distance Education,,Prep Year,Year 12,Cnr Gray & Gladstone Streets,Emerald,4720,State,,148.152073,-23.532392
927,Caravonica State School,,Prep Year,Year 6,Lot 3 Kamerunga Road,Caravonica,4878,State,,145.695369,-16.852966
A759,Carbrook Animal Assisted Learning Centre (Carbrook),,Year 7,Year 11,597-605 Beenleigh Redland Bay Road,Carbrook,4130,Non-State,Independent,153.24233,-27.67855
278,Carbrook State School,,Prep Year,Year 6,Redland Bay Road,Carbrook,4130,State,,153.235233,-27.678064
136,Cardwell State School,,Prep Year,Year 6,43 Victoria Street,Cardwell,4849,State,,146.03085,-18.268797
1552,Carina State School,,Prep Year,Year 6,1413 Creek Road,Carindale,4152,State,,153.101859,-27.493301
2416,Carinity Education - Glendyne (Nikenbah),,Year 6,Year 12,72 Nikenbah-Dundowran Road,Nikenbah,4655,Non-State,Independent,152.7972,-25.313559
9964,Carinity Education - Rockhampton (Glenlee),,Year 7,Year 12,46 Dawson Road,Glenlee,4711,Non-State,Independent,150.493675,-23.252762
2225,Carinity Education - Southside (Sunnybank),,Year 7,Year 12,153 Lister Street,Sunnybank,4109,Non-State,Independent,153.054784,-27.577888
5489,Carlisle Adventist Christian College (Beaconsfield),,Prep Year,Year 12,17 Holts Road,Beaconsfield,4740,Non-State,Independent,149.164413,-21.100698
5596,Carmel College (Thornlands),,Year 7,Year 12,20 Ziegenfusz Road,Thornlands,4164,Non-State,Catholic,153.267054,-27.565332
5558,Carmichael College (Morayfield),,Prep Year,Year 6,793-833 Oakey Flat Road,Morayfield,4506,Non-State,Independent,152.918516,-27.172913
1806,Carmila State School,,Early Childhood,Year 6,Carmila West Road,Carmila,4739,State,,149.403581,-21.913583
1044,Carole Park State School,,Prep Year,Year 6,260 Waterford Road,Wacol,4076,State,,152.933619,-27.60804
2025,Cavendish Road State High School,,Year 7,Year 12,Cnr Cavendish & Holland Roads,Holland Park,4121,State,,153.072984,-27.516824
135,Cawarral State School,,Prep Year,Year 6,125 Annie Drive,Cawarral,4702,State,,150.675628,-23.253978
734,Cecil Plains State School,,Prep Year,Year 9,Taylor Street,Cecil Plains,4407,State,,151.192818,-27.532321
160,Cedar Creek State School,,Prep Year,Year 6,1a Chardon Bridge Road,Cedar Creek,4207,State,,153.179275,-27.827597
2121,Centenary Heights State High School,,Year 7,Year 12,60 Ramsay Street,Centenary Heights,4350,State,,151.963728,-27.57943
1668,Centenary State High School,,Year 7,Year 12,1 Moolanda Street,Jindalee,4074,State,,152.940337,-27.538682
2282,Chancellor State College,,Prep Year,Year 12,164 Sippy Downs Drive,Sippy Downs,4556,State,,153.068575,-26.714808
5409,Chanel College (Gladstone),,Year 7,Year 12,11 Paterson Street,Gladstone,4680,Non-State,Catholic,151.242562,-23.867249
1872,Chapel Hill State School,,Prep Year,Year 6,Ironbark Road,Chapel Hill,4069,State,,152.944927,-27.499336
3602,Charleville School of Distance Education,,Prep Year,Year 10,Parry Street,Charleville,4470,State,,146.258634,-26.395083
2068,Charleville State High School,,Year 7,Year 12,Cnr Partridge & Hunter Streets,Charleville,4470,State,,146.25742,-26.397435
185,Charleville State School,,Early Childhood,Year 6,Wills Street,Charleville,4470,State,,146.24238,-26.404879
A114,Charlotte Mason College (Kallangur),,Prep Year,Year 10,30 Narangba Road,Kallangur,4503,Non-State,Independent,152.978832,-27.250754
215,Charters Towers Central State School,,Early Childhood,Year 6,High Street,Charters Towers,4820,State,,146.263198,-20.080199
3610,Charters Towers School of Distance Education,,Prep Year,Year 12,15-23 Brisk Street,Millchester,4820,State,,146.268249,-20.089473
2006,Charters Towers State High School,,Year 7,Year 12,97-113 Towers Street,Charters Towers,4820,State,,146.258473,-20.080196
1924,Chatswood Hills State School,,Prep Year,Year 6,Raleigh Street,Springwood,4127,State,,153.137454,-27.628184
915,Chatsworth State School,,Prep Year,Year 6,15 Rammutt Road,Chatsworth,4570,State,,152.615491,-26.142811
677,Chelona State School,,Prep Year,Year 6,13 Chelona School Access Road,Chelona,4740,State,,149.145136,-21.260317
989,Cherbourg State School,,Early Childhood,Year 6,Fisher Street,Cherbourg,4605,State,,151.955152,-26.292991
1722,Chevallum State School,,Prep Year,Year 6,460 Chevallum Road,Chevallum,4555,State,,152.999357,-26.698439
568,Childers State School,,Early Childhood,Year 6,Mungomery Street,Childers,4660,State,,152.280341,-25.231175
866,Chillagoe State School,,Early Childhood,Year 6,Cathedral Street,Chillagoe,4871,State,,144.521194,-17.155393
5792,Chinchilla Christian College (Chinchilla),,Prep Year,Year 11,88 Oak Street,Chinchilla,4413,Non-State,Independent,150.641055,-26.737896
2087,Chinchilla State High School,,Year 7,Year 12,7 Tara Road,Chinchilla,4413,State,,150.619992,-26.748744
244,Chinchilla State School,,Early Childhood,Year 6,34-40 Bell Street,Chinchilla,4413,State,,150.625972,-26.74035
5380,Chisholm Catholic College (Cornubia),,Year 7,Year 12,204 California Creek Road,Cornubia,4130,Non-State,Catholic,153.204515,-27.666326
5106,Christ the King Catholic Primary School (Deception Bay),,Prep Year,Year 6,54 Thompson Street,Deception Bay,4508,Non-State,Catholic,153.020804,-27.180497
5003,Christ the King School (Graceville),,Prep Year,Year 6,7 Randolph Street,Graceville,4075,Non-State,Catholic,152.977405,-27.519745
1789,Churchill State School,,Prep Year,Year 6,Warwick Road,Churchill,4305,State,,152.750604,-27.642697
5871,Citipointe Christian College (Carindale),,Prep Year,Year 12,322 Wecker Road,Carindale,4152,Non-State,Independent,153.113205,-27.534843
5376,Clairvaux Mackillop College (Upper Mount Gravatt),,Year 7,Year 12,Klumpp Road,Upper Mount Gravatt,4122,Non-State,Catholic,153.077876,-27.552819
171,Clare State School,,Prep Year,Year 6,Larkin Street,Clare,4807,State,,147.226883,-19.783298
3066,Claremont Special School,,Prep Year,Year 12,138 Robertson Road,Silkstone,4304,State,,152.787678,-27.629534
1732,Clarendon State School,,Prep Year,Year 6,507 Clarendon Road,Clarendon,4311,State,,152.542507,-27.439886
606,Clarke Creek State School,,Early Childhood,Year 6,May Downs Road,Clarke Creek,4705,State,,149.252986,-22.636507
5466,Clayfield College (Clayfield),,Prep Year,Year 12,23 Gregory Street,Clayfield,4011,Non-State,Independent,153.051935,-27.420201
2185,Clermont State High School,,Year 7,Year 12,1 Kitchener Street,Clermont,4721,State,,147.638931,-22.827715
21,Clermont State School,,Prep Year,Year 6,Hetherington Street,Clermont,4721,State,,147.632195,-22.83656
2070,Cleveland District State High School,,Year 7,Year 12,Russell Street,Cleveland,4163,State,,153.260297,-27.529881
3160,Cleveland Education and Training Centre,,Year 5,Year 12,Old Common Road,Rowes Bay,4810,State,,146.784385,-19.249668
22,Cleveland State School,,Prep Year,Year 6,Queen Street,Cleveland,4163,State,,153.270274,-27.528303
3087,Clifford Park Special School,,Year 7,Year 12,Rob Street,Newtown,4350,State,,151.92501,-27.563891
2111,Clifton State High School,,Year 7,Year 12,32 East Street,Clifton,4361,State,,151.916814,-27.93398
687,Clifton State School,,Prep Year,Year 6,Tooth Street,Clifton,4361,State,,151.904241,-27.931751
172,Clinton State School,,Early Childhood,Year 6,Harvey Road,Clinton,4680,State,,151.222868,-23.880021
411,Cloncurry State School P-12,,Prep Year,Year 12,Daintree Street,Cloncurry,4824,State,,140.50564,-20.704254
2091,Clontarf Beach State High School,,Year 7,Year 12,Cnr Elizabeth Avenue & King Street,Clontarf,4019,State,,153.086145,-27.247946
162,Clontarf Beach State School,,Prep Year,Year 6,Elizabeth Avenue,Clontarf,4019,State,,153.08111,-27.253394
2345,Clover Hill State School,,Prep Year,Year 6,Clover Hill Drive,Mudgeeraba,4213,State,,153.376056,-28.091791
1254,Cloyna State School,,Prep Year,Year 6,8 William Webber Road,Cloyna,4605,State,,151.846155,-26.107385
1225,Coalstoun Lakes State School,,Prep Year,Year 6,3 Main Street,Coalstoun Lakes,4621,State,,151.890182,-25.612183
1956,Collingwood Park State School,,Prep Year,Year 6,Cnr Burrel & Hannant Streets,Collingwood Park,4301,State,,152.863031,-27.614482
2171,Collinsville State High School,,Year 7,Year 12,Walker Street,Collinsville,4804,State,,147.834688,-20.548484
1691,Collinsville State School,,Prep Year,Year 6,Devlin Street,Collinsville,4804,State,,147.845687,-20.548355
1653,"Columba Catholic College (Hackett Tce, Charters Towers)",,Year 7,Year 12,6-8 Hackett Terrace,Charters Towers,4820,Non-State,Catholic,146.272891,-20.061444
173,Comet State School,,Prep Year,Year 6,Off Capricorn Highway,Comet,4702,State,,148.545172,-23.606146
5498,"Concordia Lutheran College (Stephen St, Toowoomba)",,Year 7,Year 12,154 Stephen Street,Toowoomba,4350,Non-State,Independent,151.929904,-27.573254
24,Condamine State School,,Prep Year,Year 6,Kennedy Street,Condamine,4416,State,,150.134634,-26.925026
439,Coningsby State School,,Prep Year,Year 6,1312 Bruce Highway,Farleigh,4741,State,,149.068859,-21.092505
1352,Conondale State School,,Prep Year,Year 6,1700 Maleny-Kenilworth Road,Conondale,4552,State,,152.718691,-26.729462
177,Cooktown State School,,Prep Year,Year 12,Cnr May & Charles Streets,Cooktown,4895,State,,145.250706,-15.482007
638,Coolabunia State School,,Prep Year,Year 6,Mary Street,Coolabunia,4610,State,,151.902631,-26.589398
1630,Coolangatta State School,,Prep Year,Year 6,Stapylton Street,Coolangatta,4225,State,,153.528752,-28.172019
1927,Coolnwynpin State School,,Prep Year,Year 6,6 Telaska Court,Capalaba,4157,State,,153.204246,-27.546277
5855,Cooloola Christian College (Gympie),,Prep Year,Year 12,1 College Road,Gympie,4570,Non-State,Independent,152.642124,-26.198173
5414,Coolum Beach Christian College (Coolum Beach),,Prep Year,Year 12,2 Arcoona Road,Coolum Beach,4573,Non-State,Independent,153.047226,-26.535421
2165,Coolum State High School,,Year 7,Year 12,Havana Road East,Coolum Beach,4573,State,,153.086206,-26.501986
1571,Coolum State School,,Prep Year,Year 6,School Road,Coolum Beach,4573,State,,153.078354,-26.53501
2166,Coombabah State High School,,Year 7,Year 12,Pine Ridge Road,Coombabah,4216,State,,153.378382,-27.924342
1909,Coombabah State School,,Prep Year,Year 6,164-172 Oxley Drive,Coombabah,4216,State,,153.388518,-27.894224
594,Coomera Anglican College (Upper Coomera),,Prep Year,Year 12,8 Days Road,Upper Coomera,4209,Non-State,Independent,153.305543,-27.858492
7122,Coomera Rivers State School,,Prep Year,Year 6,81-87 Finnegan Way,Coomera,4209,State,,153.327625,-27.845551
5730,Coomera Springs State School,,Prep Year,Year 6,Old Coach Road,Upper Coomera,4209,State,,153.300581,-27.847193
124,Coomera State School,,Early Childhood,Year 6,Dreamworld Parkway,Coomera,4209,State,,153.315288,-27.868623
1359,Coominya State School,,Prep Year,Year 6,7 Cornhill Street,Coominya,4311,State,,152.500846,-27.392285
1247,Coopers Plains State School,,Prep Year,Year 6,61 Orange Grove Road,Coopers Plains,4108,State,,153.038836,-27.567586
602,Cooran State School,,Prep Year,Year 6,31 James Street,Cooran,4569,State,,152.824184,-26.340665
1165,Cooroy State School,,Prep Year,Year 6,59 Elm Street,Cooroy,4563,State,,152.911454,-26.414028
2077,Coorparoo Secondary College,,Year 7,Year 12,Cnr Stanley Street East & Cavendish Road,Coorparoo,4151,State,,153.053734,-27.486363
219,Coorparoo State School,,Prep Year,Year 6,327 Old Cleveland Road,Coorparoo,4151,State,,153.06059,-27.494004
32,Coowonga State School,,Prep Year,Year 6,269 Coowonga Road,Coowonga,4702,State,,150.731153,-23.30268
1084,Cooyar State School,,Prep Year,Year 6,1 Gracey Street,Cooyar,4402,State,,151.832813,-26.985205
1898,Coppabella State School,,Early Childhood,Year 6,Mathieson Street,Coppabella,4741,State,,148.363321,-21.906791
117,Cordalba State School,,Prep Year,Year 6,Cemetery Road,Cordalba,4660,State,,152.212185,-25.158744
2055,Corinda State High School,,Year 7,Year 12,46 Pratten Street,Corinda,4075,State,,152.986485,-27.544346
1025,Corinda State School,,Prep Year,Year 6,330 Cliveden Avenue,Corinda,4075,State,,152.981508,-27.54934
2023,Craigslea State High School,,Year 7,Year 12,685 Hamilton Road,Chermside West,4032,State,,153.015379,-27.383378
60,Craigslea State School,,Prep Year,Year 6,Hamilton Road,Chermside West,4032,State,,153.017253,-27.383789
1907,Cranbrook State School,,Prep Year,Year 6,Alice Street,Cranbrook,4814,State,,146.753855,-19.3092
399,Crawford State School,,Prep Year,Year 6,215-227 Siefert Street,Crawford,4610,State,,151.822532,-26.497589
