Id,State,state_code,City/Town,Suburb,Postcode,Property_Median_Value,Updated_Year,Updated_Month
3802,New South Wale,NSW,SYDNEY,Yaven Creek,2729,446267,2017,6
3803,New South Wale,NSW,SYDNEY,Bago,2730,446267,2017,6
3804,New South Wale,NSW,SYDNEY,Batlow,2730,446267,2017,6
3805,New South Wale,NSW,SYDNEY,Green Hills,2730,446267,2017,6
3806,New South Wale,NSW,SYDNEY,Kunama,2730,446267,2017,6
3807,New South Wale,NSW,SYDNEY,Lower Bago,2730,446267,2017,6
3808,New South Wale,NSW,SYDNEY,Bunnaloo,2731,382000,2017,6
3809,New South Wale,NSW,SYDNEY,Moama,2731,382000,2017,6
3810,New South Wale,NSW,SYDNEY,Tantonan,2731,382000,2017,6
3811,New South Wale,NSW,SYDNEY,Thyra,2731,382000,2017,6
3812,New South Wale,NSW,SYDNEY,Womboota,2731,382000,2017,6
3813,New South Wale,NSW,SYDNEY,Barham,2732,446267,2017,6
3814,New South Wale,NSW,SYDNEY,Burraboi,2732,446267,2017,6
3815,New South Wale,NSW,SYDNEY,Cobramunga,2732,446267,2017,6
3816,New South Wale,NSW,SYDNEY,Gonn,2732,446267,2017,6
3817,New South Wale,NSW,SYDNEY,Noorong,2732,446267,2017,6
3818,New South Wale,NSW,SYDNEY,Thule,2732,446267,2017,6
3819,New South Wale,NSW,SYDNEY,Tullakool,2732,446267,2017,6
3820,New South Wale,NSW,SYDNEY,Dhuragoon,2733,446267,2017,6
3821,New South Wale,NSW,SYDNEY,Mallan,2733,446267,2017,6
3822,New South Wale,NSW,SYDNEY,Moulamein,2733,446267,2017,6
3823,New South Wale,NSW,SYDNEY,Niemur,2733,446267,2017,6
3824,New South Wale,NSW,SYDNEY,Cunninyeuk,2734,446267,2017,6
3825,New South Wale,NSW,SYDNEY,Dilpurra,2734,446267,2017,6
3826,New South Wale,NSW,SYDNEY,Kyalite,2734,446267,2017,6
3827,New South Wale,NSW,SYDNEY,Mellool,2734,446267,2017,6
3828,New South Wale,NSW,SYDNEY,Moolpa,2734,446267,2017,6
3829,New South Wale,NSW,SYDNEY,Stony Crossing,2734,446267,2017,6
3830,New South Wale,NSW,SYDNEY,Tooranie,2734,446267,2017,6
3831,New South Wale,NSW,SYDNEY,Wetuppa,2734,446267,2017,6
3832,New South Wale,NSW,SYDNEY,Goodnight,2736,446267,2017,6
3833,New South Wale,NSW,SYDNEY,Tooleybuc,2736,446267,2017,6
3834,New South Wale,NSW,SYDNEY,Benanee,2737,446267,2017,6
3835,New South Wale,NSW,SYDNEY,Euston,2737,446267,2017,6
3836,New South Wale,NSW,SYDNEY,Gol Gol,2738,446267,2017,6
3837,New South Wale,NSW,SYDNEY,Monak,2738,446267,2017,6
3838,New South Wale,NSW,SYDNEY,Trentham Cliffs,2738,446267,2017,6
3839,New South Wale,NSW,SYDNEY,Buronga,2739,446267,2017,6
3840,New South Wale,NSW,SYDNEY,Glenmore Park,2745,775000,2017,6
3841,New South Wale,NSW,SYDNEY,Greendale,2745,775000,2017,6
3842,New South Wale,NSW,SYDNEY,Luddenham,2745,775000,2017,6
3843,New South Wale,NSW,SYDNEY,Mulgoa,2745,775000,2017,6
3844,New South Wale,NSW,SYDNEY,Regentville,2745,775000,2017,6
3845,New South Wale,NSW,SYDNEY,Wallacia,2745,775000,2017,6
3846,New South Wale,NSW,SYDNEY,Cambridge Gardens,2747,650000,2017,6
3847,New South Wale,NSW,SYDNEY,Cambridge Park,2747,650000,2017,6
3848,New South Wale,NSW,SYDNEY,Claremont Meadows,2747,650000,2017,6
3849,New South Wale,NSW,SYDNEY,Kingswood,2747,650000,2017,6
3850,New South Wale,NSW,SYDNEY,Llandilo,2747,650000,2017,6
3851,New South Wale,NSW,SYDNEY,Shanes Park,2747,650000,2017,6
3852,New South Wale,NSW,SYDNEY,Werrington,2747,650000,2017,6
3853,New South Wale,NSW,SYDNEY,Werrington County,2747,650000,2017,6
3854,New South Wale,NSW,SYDNEY,Werrington Downs,2747,650000,2017,6
3855,New South Wale,NSW,SYDNEY,Castlereagh,2749,649000,2017,6
3856,New South Wale,NSW,SYDNEY,Cranebrook,2749,649000,2017,6
3857,New South Wale,NSW,SYDNEY,Emu Heights,2750,667000,2017,6
3858,New South Wale,NSW,SYDNEY,Emu Plains,2750,667000,2017,6
3859,New South Wale,NSW,SYDNEY,Jamisontown,2750,667000,2017,6
3860,New South Wale,NSW,SYDNEY,Leonay,2750,667000,2017,6
3861,New South Wale,NSW,SYDNEY,Penrith,2750,667000,2017,6
3862,New South Wale,NSW,SYDNEY,Penrith Plaza,2750,667000,2017,6
3863,New South Wale,NSW,SYDNEY,Penrith South,2750,667000,2017,6
3864,New South Wale,NSW,SYDNEY,South Penrith,2750,667000,2017,6
3865,New South Wale,NSW,SYDNEY,Silverdale,2752,1040000,2017,6
3866,New South Wale,NSW,SYDNEY,Warragamba,2752,1040000,2017,6
3867,New South Wale,NSW,SYDNEY,Agnes Banks,2753,672500,2017,6
3868,New South Wale,NSW,SYDNEY,Bowen Mountain,2753,672500,2017,6
3869,New South Wale,NSW,SYDNEY,Grose Vale,2753,672500,2017,6
3870,New South Wale,NSW,SYDNEY,Grose Wold,2753,672500,2017,6
3871,New South Wale,NSW,SYDNEY,Hobartville,2753,672500,2017,6
3872,New South Wale,NSW,SYDNEY,Londonderry,2753,672500,2017,6
3873,New South Wale,NSW,SYDNEY,Richmond,2753,672500,2017,6
3874,New South Wale,NSW,SYDNEY,Richmond Lowlands,2753,672500,2017,6
3875,New South Wale,NSW,SYDNEY,Yarramundi,2753,672500,2017,6
3876,New South Wale,NSW,SYDNEY,North Richmond,2754,780000,2017,6
3877,New South Wale,NSW,SYDNEY,Tennyson,2754,780000,2017,6
3878,New South Wale,NSW,SYDNEY,The Slopes,2754,780000,2017,6
3879,New South Wale,NSW,SYDNEY,Bligh Park,2756,760100,2017,6
3880,New South Wale,NSW,SYDNEY,Cattai,2756,760100,2017,6
3881,New South Wale,NSW,SYDNEY,Central Colo,2756,760100,2017,6
3882,New South Wale,NSW,SYDNEY,Clarendon,2756,760100,2017,6
3883,New South Wale,NSW,SYDNEY,Colo,2756,760100,2017,6
3884,New South Wale,NSW,SYDNEY,Colo Heights,2756,760100,2017,6
3885,New South Wale,NSW,SYDNEY,Cornwallis,2756,760100,2017,6
3886,New South Wale,NSW,SYDNEY,Cumberland Reach,2756,760100,2017,6
3887,New South Wale,NSW,SYDNEY,Ebenezer,2756,760100,2017,6
3888,New South Wale,NSW,SYDNEY,Freemans Reach,2756,760100,2017,6
3889,New South Wale,NSW,SYDNEY,Glossodia,2756,760100,2017,6
3890,New South Wale,NSW,SYDNEY,Lower Portland,2756,760100,2017,6
3891,New South Wale,NSW,SYDNEY,Maroota,2756,760100,2017,6
3892,New South Wale,NSW,SYDNEY,Mcgraths Hill,2756,760100,2017,6
3893,New South Wale,NSW,SYDNEY,Mellong,2756,760100,2017,6
3894,New South Wale,NSW,SYDNEY,Mulgrave,2756,760100,2017,6
3895,New South Wale,NSW,SYDNEY,Pitt Town,2756,760100,2017,6
3896,New South Wale,NSW,SYDNEY,Pitt Town Bottoms,2756,760100,2017,6
3897,New South Wale,NSW,SYDNEY,Sackville,2756,760100,2017,6
3898,New South Wale,NSW,SYDNEY,Sackville North,2756,760100,2017,6
3899,New South Wale,NSW,SYDNEY,Scheyville,2756,760100,2017,6
3900,New South Wale,NSW,SYDNEY,South Maroota,2756,760100,2017,6
3901,New South Wale,NSW,SYDNEY,South Windsor,2756,760100,2017,6
3902,New South Wale,NSW,SYDNEY,Upper Colo,2756,760100,2017,6
3903,New South Wale,NSW,SYDNEY,Wilberforce,2756,760100,2017,6
3904,New South Wale,NSW,SYDNEY,Windsor,2756,760100,2017,6
3905,New South Wale,NSW,SYDNEY,Windsor Downs,2756,760100,2017,6
3906,New South Wale,NSW,SYDNEY,Womerah,2756,760100,2017,6
3907,New South Wale,NSW,SYDNEY,Kurmond,2757,446267,2017,6
3908,New South Wale,NSW,SYDNEY,Berambing,2758,975000,2017,6
3909,New South Wale,NSW,SYDNEY,Bilpin,2758,975000,2017,6
3910,New South Wale,NSW,SYDNEY,Blaxlands Ridge,2758,975000,2017,6
3911,New South Wale,NSW,SYDNEY,East Kurrajong,2758,975000,2017,6
3912,New South Wale,NSW,SYDNEY,Kurrajong,2758,975000,2017,6
3913,New South Wale,NSW,SYDNEY,Kurrajong Heights,2758,975000,2017,6
3914,New South Wale,NSW,SYDNEY,Kurrajong Hills,2758,975000,2017,6
3915,New South Wale,NSW,SYDNEY,Mount Tomah,2758,975000,2017,6
3916,New South Wale,NSW,SYDNEY,Mountain Lagoon,2758,975000,2017,6
3917,New South Wale,NSW,SYDNEY,The Devils Wilderness,2758,975000,2017,6
3918,New South Wale,NSW,SYDNEY,Wheeny Creek,2758,975000,2017,6
3919,New South Wale,NSW,SYDNEY,Erskine Park,2759,722000,2017,6
3920,New South Wale,NSW,SYDNEY,St Clair,2759,722000,2017,6
3921,New South Wale,NSW,SYDNEY,Colyton,2760,600000,2017,6
3922,New South Wale,NSW,SYDNEY,North St Marys,2760,600000,2017,6
3923,New South Wale,NSW,SYDNEY,Oxley Park,2760,600000,2017,6
3924,New South Wale,NSW,SYDNEY,Ropes Crossing,2760,600000,2017,6
3925,New South Wale,NSW,SYDNEY,St Marys,2760,600000,2017,6
3926,New South Wale,NSW,SYDNEY,St Marys East,2760,600000,2017,6
3927,New South Wale,NSW,SYDNEY,St Marys South,2760,600000,2017,6
3928,New South Wale,NSW,SYDNEY,Colebee,2761,662000,2017,6
3929,New South Wale,NSW,SYDNEY,Dean Park,2761,662000,2017,6
3930,New South Wale,NSW,SYDNEY,Glendenning,2761,662000,2017,6
3931,New South Wale,NSW,SYDNEY,Hassall Grove,2761,662000,2017,6
3932,New South Wale,NSW,SYDNEY,Oakhurst,2761,662000,2017,6
3933,New South Wale,NSW,SYDNEY,Plumpton,2761,662000,2017,6
3934,New South Wale,NSW,SYDNEY,Schofields,2762,842500,2017,6
3935,New South Wale,NSW,SYDNEY,Acacia Gardens,2763,772500,2017,6
3936,New South Wale,NSW,SYDNEY,Quakers Hill,2763,772500,2017,6
3937,New South Wale,NSW,SYDNEY,Berkshire Park,2765,830160,2017,6
3938,New South Wale,NSW,SYDNEY,Box Hill,2765,830160,2017,6
3939,New South Wale,NSW,SYDNEY,Maraylya,2765,830160,2017,6
3940,New South Wale,NSW,SYDNEY,Marsden Park,2765,830160,2017,6
3941,New South Wale,NSW,SYDNEY,Nelson,2765,830160,2017,6
3942,New South Wale,NSW,SYDNEY,Oakville,2765,830160,2017,6
3943,New South Wale,NSW,SYDNEY,Riverstone,2765,830160,2017,6
3944,New South Wale,NSW,SYDNEY,Eastern Creek,2766,678000,2017,6
3945,New South Wale,NSW,SYDNEY,Rooty Hill,2766,678000,2017,6
3946,New South Wale,NSW,SYDNEY,Doonside,2767,702000,2017,6
3947,New South Wale,NSW,SYDNEY,Woodcroft,2767,702000,2017,6
3948,New South Wale,NSW,SYDNEY,Glenwood,2768,962500,2017,6
3949,New South Wale,NSW,SYDNEY,Parklea,2768,962500,2017,6
3950,New South Wale,NSW,SYDNEY,Stanhope Gardens,2768,962500,2017,6
3951,New South Wale,NSW,SYDNEY,The Ponds,2769,1025000,2017,6
3952,New South Wale,NSW,SYDNEY,Bidwill,2770,532500,2017,6
3953,New South Wale,NSW,SYDNEY,Blackett,2770,532500,2017,6
3954,New South Wale,NSW,SYDNEY,Dharruk,2770,532500,2017,6
3955,New South Wale,NSW,SYDNEY,Emerton,2770,532500,2017,6
3956,New South Wale,NSW,SYDNEY,Hebersham,2770,532500,2017,6
3957,New South Wale,NSW,SYDNEY,Lethbridge Park,2770,532500,2017,6
3958,New South Wale,NSW,SYDNEY,Minchinbury,2770,532500,2017,6
3959,New South Wale,NSW,SYDNEY,Mount Druitt,2770,532500,2017,6
3960,New South Wale,NSW,SYDNEY,Mount Druitt Village,2770,532500,2017,6
3961,New South Wale,NSW,SYDNEY,Shalvey,2770,532500,2017,6
3962,New South Wale,NSW,SYDNEY,Tregear,2770,532500,2017,6
3963,New South Wale,NSW,SYDNEY,Whalan,2770,532500,2017,6
3964,New South Wale,NSW,SYDNEY,Willmot,2770,532500,2017,6
3965,New South Wale,NSW,SYDNEY,Glenbrook,2773,860550,2017,6
3966,New South Wale,NSW,SYDNEY,Lapstone,2773,860550,2017,6
3967,New South Wale,NSW,SYDNEY,Blaxland,2774,728500,2017,6
3968,New South Wale,NSW,SYDNEY,Blaxland East,2774,728500,2017,6
3969,New South Wale,NSW,SYDNEY,Mount Riverview,2774,728500,2017,6
3970,New South Wale,NSW,SYDNEY,Warrimoo,2774,728500,2017,6
3971,New South Wale,NSW,SYDNEY,Central Macdonald,2775,446267,2017,6
3972,New South Wale,NSW,SYDNEY,Fernances,2775,446267,2017,6
3973,New South Wale,NSW,SYDNEY,Gunderman,2775,446267,2017,6
3974,New South Wale,NSW,SYDNEY,Higher Macdonald,2775,446267,2017,6
3975,New South Wale,NSW,SYDNEY,Laughtondale,2775,446267,2017,6
3976,New South Wale,NSW,SYDNEY,Leets Vale,2775,446267,2017,6
3977,New South Wale,NSW,SYDNEY,Lower Macdonald,2775,446267,2017,6
3978,New South Wale,NSW,SYDNEY,Marlow,2775,446267,2017,6
3979,New South Wale,NSW,SYDNEY,Mogo Creek,2775,446267,2017,6
3980,New South Wale,NSW,SYDNEY,Perrys Crossing,2775,446267,2017,6
3981,New South Wale,NSW,SYDNEY,Singletons Mill,2775,446267,2017,6
3982,New South Wale,NSW,SYDNEY,Spencer,2775,446267,2017,6
3983,New South Wale,NSW,SYDNEY,St Albans,2775,446267,2017,6
3984,New South Wale,NSW,SYDNEY,Upper Macdonald,2775,446267,2017,6
3985,New South Wale,NSW,SYDNEY,Webbs Creek,2775,446267,2017,6
3986,New South Wale,NSW,SYDNEY,Wisemans Ferry,2775,446267,2017,6
3987,New South Wale,NSW,SYDNEY,Wrights Creek,2775,446267,2017,6
3988,New South Wale,NSW,SYDNEY,Faulconbridge,2776,730000,2017,6
3989,New South Wale,NSW,SYDNEY,Hawkesbury Heights,2777,680000,2017,6
3990,New South Wale,NSW,SYDNEY,Springwood,2777,680000,2017,6
3991,New South Wale,NSW,SYDNEY,Sun Valley,2777,680000,2017,6
3992,New South Wale,NSW,SYDNEY,Valley Heights,2777,680000,2017,6
3993,New South Wale,NSW,SYDNEY,Winmalee,2777,680000,2017,6
3994,New South Wale,NSW,SYDNEY,Yellow Rock,2777,680000,2017,6
3995,New South Wale,NSW,SYDNEY,Bulls Camp,2778,446267,2017,6
3996,New South Wale,NSW,SYDNEY,Linden,2778,446267,2017,6
3997,New South Wale,NSW,SYDNEY,Woodford,2778,446267,2017,6
3998,New South Wale,NSW,SYDNEY,Hazelbrook,2779,635000,2017,6
3999,New South Wale,NSW,SYDNEY,Katoomba,2780,639000,2017,6
4000,New South Wale,NSW,SYDNEY,Leura,2780,639000,2017,6
4001,New South Wale,NSW,SYDNEY,Medlow Bath,2780,639000,2017,6
4002,New South Wale,NSW,SYDNEY,Yosemite,2780,639000,2017,6
4003,New South Wale,NSW,SYDNEY,Wentworth Falls,2782,680000,2017,6
4004,New South Wale,NSW,SYDNEY,Lawson,2783,446267,2017,6
4005,New South Wale,NSW,SYDNEY,Bullaburra,2784,446267,2017,6
4006,New South Wale,NSW,SYDNEY,Blackheath,2785,610000,2017,6
4007,New South Wale,NSW,SYDNEY,Megalong,2785,610000,2017,6
4008,New South Wale,NSW,SYDNEY,Bell,2786,446267,2017,6
4009,New South Wale,NSW,SYDNEY,Dargan,2786,446267,2017,6
4010,New South Wale,NSW,SYDNEY,Mount Irvine,2786,446267,2017,6
4011,New South Wale,NSW,SYDNEY,Mount Victoria,2786,446267,2017,6
4012,New South Wale,NSW,SYDNEY,Mount Wilson,2786,446267,2017,6
4013,New South Wale,NSW,SYDNEY,Black Springs,2787,422500,2017,6
4014,New South Wale,NSW,SYDNEY,Chatham Valley,2787,422500,2017,6
4015,New South Wale,NSW,SYDNEY,Duckmaloi,2787,422500,2017,6
4016,New South Wale,NSW,SYDNEY,Edith,2787,422500,2017,6
4017,New South Wale,NSW,SYDNEY,Gingkin,2787,422500,2017,6
4018,New South Wale,NSW,SYDNEY,Gurnang,2787,422500,2017,6
4019,New South Wale,NSW,SYDNEY,Hazelgrove,2787,422500,2017,6
4020,New South Wale,NSW,SYDNEY,Jaunter,2787,422500,2017,6
4021,New South Wale,NSW,SYDNEY,Kanangra,2787,422500,2017,6
4022,New South Wale,NSW,SYDNEY,Mayfield,2787,422500,2017,6
4023,New South Wale,NSW,SYDNEY,Mount Olive,2787,422500,2017,6
4024,New South Wale,NSW,SYDNEY,Mount Werong,2787,422500,2017,6
4025,New South Wale,NSW,SYDNEY,Mozart,2787,422500,2017,6
4026,New South Wale,NSW,SYDNEY,Norway,2787,422500,2017,6
4027,New South Wale,NSW,SYDNEY,Oberon,2787,422500,2017,6
4028,New South Wale,NSW,SYDNEY,Porters Retreat,2787,422500,2017,6
4029,New South Wale,NSW,SYDNEY,Shooters Hill,2787,422500,2017,6
4030,New South Wale,NSW,SYDNEY,Tarana,2787,422500,2017,6
4031,New South Wale,NSW,SYDNEY,The Meadows,2787,422500,2017,6
4032,New South Wale,NSW,SYDNEY,Ben Bullen,2790,320000,2017,6
4033,New South Wale,NSW,SYDNEY,Blackmans Flat,2790,320000,2017,6
4034,New South Wale,NSW,SYDNEY,Bowenfels,2790,320000,2017,6
4035,New South Wale,NSW,SYDNEY,Clarence,2790,320000,2017,6
4036,New South Wale,NSW,SYDNEY,Cobar Park,2790,320000,2017,6
4037,New South Wale,NSW,SYDNEY,Corney Town,2790,320000,2017,6
4038,New South Wale,NSW,SYDNEY,Cullen Bullen,2790,320000,2017,6
4039,New South Wale,NSW,SYDNEY,Doctors Gap,2790,320000,2017,6
4040,New South Wale,NSW,SYDNEY,Ganbenang,2790,320000,2017,6
4041,New South Wale,NSW,SYDNEY,Hartley,2790,320000,2017,6
4042,New South Wale,NSW,SYDNEY,Hartley Vale,2790,320000,2017,6
4043,New South Wale,NSW,SYDNEY,Hassans Walls,2790,320000,2017,6
4044,New South Wale,NSW,SYDNEY,Hermitage Flat,2790,320000,2017,6
4045,New South Wale,NSW,SYDNEY,Jenolan,2790,320000,2017,6
4046,New South Wale,NSW,SYDNEY,Kanimbla,2790,320000,2017,6
4047,New South Wale,NSW,SYDNEY,Lidsdale,2790,320000,2017,6
4048,New South Wale,NSW,SYDNEY,Lithgow,2790,320000,2017,6
4049,New South Wale,NSW,SYDNEY,Little Hartley,2790,320000,2017,6
4050,New South Wale,NSW,SYDNEY,Littleton,2790,320000,2017,6
4051,New South Wale,NSW,SYDNEY,Lowther,2790,320000,2017,6
4052,New South Wale,NSW,SYDNEY,Marrangaroo,2790,320000,2017,6
4053,New South Wale,NSW,SYDNEY,Mckellars Park,2790,320000,2017,6
4054,New South Wale,NSW,SYDNEY,Morts Estate,2790,320000,2017,6
4055,New South Wale,NSW,SYDNEY,Mount Lambie,2790,320000,2017,6
4056,New South Wale,NSW,SYDNEY,Newnes,2790,320000,2017,6
4057,New South Wale,NSW,SYDNEY,Oaky Park,2790,320000,2017,6
4058,New South Wale,NSW,SYDNEY,Pottery Estate,2790,320000,2017,6
4059,New South Wale,NSW,SYDNEY,Rydal,2790,320000,2017,6
4060,New South Wale,NSW,SYDNEY,Sheedys Gully,2790,320000,2017,6
4061,New South Wale,NSW,SYDNEY,Sodwalls,2790,320000,2017,6
4062,New South Wale,NSW,SYDNEY,South Bowenfels,2790,320000,2017,6
4063,New South Wale,NSW,SYDNEY,South Littleton,2790,320000,2017,6
4064,New South Wale,NSW,SYDNEY,Springvale,2790,320000,2017,6
4065,New South Wale,NSW,SYDNEY,State Mine Gully,2790,320000,2017,6
4066,New South Wale,NSW,SYDNEY,Vale Of Clwydd,2790,320000,2017,6
4067,New South Wale,NSW,SYDNEY,Wolgan Valley,2790,320000,2017,6
4068,New South Wale,NSW,SYDNEY,Wollangambe,2790,320000,2017,6
4069,New South Wale,NSW,SYDNEY,Darbys Falls,2793,446267,2017,6
4070,New South Wale,NSW,SYDNEY,Mount Mcdonald,2793,446267,2017,6
4071,New South Wale,NSW,SYDNEY,Roseberg,2793,446267,2017,6
4072,New South Wale,NSW,SYDNEY,Woodstock,2793,446267,2017,6
4073,New South Wale,NSW,SYDNEY,Bumbaldry,2794,230000,2017,6
4074,New South Wale,NSW,SYDNEY,Cowra,2794,230000,2017,6
4075,New South Wale,NSW,SYDNEY,Hovells Creek,2794,230000,2017,6
4076,New South Wale,NSW,SYDNEY,Mount Collins,2794,230000,2017,6
4077,New South Wale,NSW,SYDNEY,Noonbinna,2794,230000,2017,6
4078,New South Wale,NSW,SYDNEY,Wattamondara,2794,230000,2017,6
4079,New South Wale,NSW,SYDNEY,Abercrombie River,2795,407500,2017,6
4080,New South Wale,NSW,SYDNEY,Arkell,2795,407500,2017,6
4081,New South Wale,NSW,SYDNEY,Arkstone,2795,407500,2017,6
4082,New South Wale,NSW,SYDNEY,Bald Ridge,2795,407500,2017,6
4083,New South Wale,NSW,SYDNEY,Ballyroe,2795,407500,2017,6
4084,New South Wale,NSW,SYDNEY,Bathampton,2795,407500,2017,6
4085,New South Wale,NSW,BATHURST,Bathurst,2795,407500,2017,6
4086,New South Wale,NSW,SYDNEY,Billywillinga,2795,407500,2017,6
4087,New South Wale,NSW,SYDNEY,Box Ridge,2795,407500,2017,6
4088,New South Wale,NSW,SYDNEY,Brewongle,2795,407500,2017,6
4089,New South Wale,NSW,SYDNEY,Bruinbun,2795,407500,2017,6
4090,New South Wale,NSW,SYDNEY,Burraga,2795,407500,2017,6
4091,New South Wale,NSW,SYDNEY,Caloola,2795,407500,2017,6
4092,New South Wale,NSW,SYDNEY,Charles Sturt University,2795,407500,2017,6
4093,New South Wale,NSW,SYDNEY,Charlton,2795,407500,2017,6
4094,New South Wale,NSW,SYDNEY,Clear Creek,2795,407500,2017,6
4095,New South Wale,NSW,SYDNEY,Colo,2795,407500,2017,6
4096,New South Wale,NSW,SYDNEY,Copperhannia,2795,407500,2017,6
4097,New South Wale,NSW,SYDNEY,Cow Flat,2795,407500,2017,6
4098,New South Wale,NSW,SYDNEY,Crudine,2795,407500,2017,6
4099,New South Wale,NSW,SYDNEY,Curragh,2795,407500,2017,6
4100,New South Wale,NSW,SYDNEY,Dark Corner,2795,407500,2017,6
4101,New South Wale,NSW,SYDNEY,Dog Rocks,2795,407500,2017,6
4102,New South Wale,NSW,SYDNEY,Dunkeld,2795,407500,2017,6
4103,New South Wale,NSW,SYDNEY,Duramana,2795,407500,2017,6
4104,New South Wale,NSW,SYDNEY,Eglinton,2795,407500,2017,6
4105,New South Wale,NSW,SYDNEY,Essington,2795,407500,2017,6
4106,New South Wale,NSW,SYDNEY,Evans Plains,2795,407500,2017,6
4107,New South Wale,NSW,SYDNEY,Fitzgeralds Valley,2795,407500,2017,6
4108,New South Wale,NSW,SYDNEY,Forest Grove,2795,407500,2017,6
4109,New South Wale,NSW,SYDNEY,Fosters Valley,2795,407500,2017,6
4110,New South Wale,NSW,SYDNEY,Freemantle,2795,407500,2017,6
4111,New South Wale,NSW,SYDNEY,Garthowen,2795,407500,2017,6
4112,New South Wale,NSW,SYDNEY,Gemalla,2795,407500,2017,6
4113,New South Wale,NSW,SYDNEY,Georges Plains,2795,407500,2017,6
4114,New South Wale,NSW,SYDNEY,Gilmandyke,2795,407500,2017,6
4115,New South Wale,NSW,SYDNEY,Glanmire,2795,407500,2017,6
4116,New South Wale,NSW,SYDNEY,Gormans Hill,2795,407500,2017,6
4117,New South Wale,NSW,SYDNEY,Gowan,2795,407500,2017,6
4118,New South Wale,NSW,SYDNEY,Hobbys Yards,2795,407500,2017,6
4119,New South Wale,NSW,SYDNEY,Isabella,2795,407500,2017,6
4120,New South Wale,NSW,SYDNEY,Jeremy,2795,407500,2017,6
4121,New South Wale,NSW,SYDNEY,Judds Creek,2795,407500,2017,6
4122,New South Wale,NSW,SYDNEY,Kelso,2795,407500,2017,6
4123,New South Wale,NSW,SYDNEY,Killongbutta,2795,407500,2017,6
4124,New South Wale,NSW,SYDNEY,Kirkconnell,2795,407500,2017,6
4125,New South Wale,NSW,SYDNEY,Laffing Waters,2795,407500,2017,6
4126,New South Wale,NSW,SYDNEY,Limekilns,2795,407500,2017,6
4127,New South Wale,NSW,SYDNEY,Llanarth,2795,407500,2017,6
4128,New South Wale,NSW,SYDNEY,Locksley,2795,407500,2017,6
4129,New South Wale,NSW,SYDNEY,Meadow Flat,2795,407500,2017,6
4130,New South Wale,NSW,SYDNEY,Milkers Flat,2795,407500,2017,6
4131,New South Wale,NSW,SYDNEY,Millah Murrah,2795,407500,2017,6
4132,New South Wale,NSW,SYDNEY,Mitchell,2795,407500,2017,6
4133,New South Wale,NSW,SYDNEY,Moorilda,2795,407500,2017,6
4134,New South Wale,NSW,SYDNEY,Mount David,2795,407500,2017,6
4135,New South Wale,NSW,SYDNEY,Mount Panorama,2795,407500,2017,6
4136,New South Wale,NSW,SYDNEY,Mount Rankin,2795,407500,2017,6
4137,New South Wale,NSW,SYDNEY,Napoleon Reef,2795,407500,2017,6
4138,New South Wale,NSW,SYDNEY,Newbridge,2795,407500,2017,6
4139,New South Wale,NSW,SYDNEY,O'Connell,2795,407500,2017,6
4140,New South Wale,NSW,SYDNEY,Orton Park,2795,407500,2017,6
4141,New South Wale,NSW,SYDNEY,Paling Yards,2795,407500,2017,6
4142,New South Wale,NSW,SYDNEY,Palmers Oaky,2795,407500,2017,6
4143,New South Wale,NSW,SYDNEY,Peel,2795,407500,2017,6
4144,New South Wale,NSW,SYDNEY,Perthville,2795,407500,2017,6
4145,New South Wale,NSW,SYDNEY,Raglan,2795,407500,2017,6
4146,New South Wale,NSW,SYDNEY,Robin Hill,2795,407500,2017,6
4147,New South Wale,NSW,SYDNEY,Rock Forest,2795,407500,2017,6
4148,New South Wale,NSW,SYDNEY,Rockley,2795,407500,2017,6
4149,New South Wale,NSW,SYDNEY,Rockley Mount,2795,407500,2017,6
4150,New South Wale,NSW,SYDNEY,Sofala,2795,407500,2017,6
4151,New South Wale,NSW,BATHURST,South Bathurst,2795,407500,2017,6
4152,New South Wale,NSW,SYDNEY,Stewarts Mount,2795,407500,2017,6
4153,New South Wale,NSW,SYDNEY,Sunny Corner,2795,407500,2017,6
4154,New South Wale,NSW,SYDNEY,Tambaroora,2795,407500,2017,6
4155,New South Wale,NSW,SYDNEY,The Lagoon,2795,407500,2017,6
4156,New South Wale,NSW,SYDNEY,The Rocks,2795,407500,2017,6
4157,New South Wale,NSW,SYDNEY,Triangle Flat,2795,407500,2017,6
4158,New South Wale,NSW,SYDNEY,Trunkey Creek,2795,407500,2017,6
4159,New South Wale,NSW,SYDNEY,Turondale,2795,407500,2017,6
4160,New South Wale,NSW,SYDNEY,Twenty Forests,2795,407500,2017,6
4161,New South Wale,NSW,SYDNEY,Upper Turon,2795,407500,2017,6
4162,New South Wale,NSW,SYDNEY,Walang,2795,407500,2017,6
4163,New South Wale,NSW,SYDNEY,Wambool,2795,407500,2017,6
4164,New South Wale,NSW,SYDNEY,Wattle Flat,2795,407500,2017,6
4165,New South Wale,NSW,SYDNEY,Watton,2795,407500,2017,6
4166,New South Wale,NSW,BATHURST,West Bathurst,2795,407500,2017,6
4167,New South Wale,NSW,SYDNEY,White Rock,2795,407500,2017,6
4168,New South Wale,NSW,SYDNEY,Wiagdon,2795,407500,2017,6
4169,New South Wale,NSW,SYDNEY,Wimbledon,2795,407500,2017,6
4170,New South Wale,NSW,SYDNEY,Winburndale,2795,407500,2017,6
4171,New South Wale,NSW,SYDNEY,Windradyne,2795,407500,2017,6
