suburb,postcode,Category,Subcategory,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4
ALDINGA BEACH,5173,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,,,1,,,1,1,1,1,1,3,1,2,1,1,1,1,3,,,1
ALDINGA BEACH,5173,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1,2,2,3,1,1,2,1,2,,6,1,2,,2,2,,3,1,,,1
ALDINGA BEACH,5173,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,20,22,13,6,14,15,14,5,22,2,1,4,7,11,3,2,5,7,,3,2,4
ALDINGA BEACH,5173,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,42,49,40,31,25,31,37,24,30,20,27,21,23,32,30,18,14,31,31,21,26,25
ALDINGA BEACH,5173,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,1,4,4,9,1,5,4,2,1,7,6,6,,1,14,1,3,1,1,2,3,2
ALDINGA BEACH,5173,ROBBERY AND RELATED OFFENCES,Aggravated robbery,,,,1,,,,,,1,2,1,1,,1,1,1,,,,,
ALDINGA BEACH,5173,ROBBERY AND RELATED OFFENCES,Blackmail and extortion,,,1,,,,,,,,,,,,,,,2,,,,
ALDINGA BEACH,5173,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,7,11,10,6,5,3,10,4,6,3,2,2,2,3,8,5,7,5,6,3,6,4
ALDINGA BEACH,5173,SERIOUS CRIMINAL TRESPASS,SCT - Residence,13,24,12,9,19,3,6,7,6,5,5,7,14,12,5,10,7,8,15,12,13,6
ALDINGA BEACH,5173,THEFT AND RELATED OFFENCES,Other theft,33,31,30,26,33,20,25,21,22,19,14,25,24,28,20,15,26,21,18,24,11,24
ALDINGA BEACH,5173,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,3,4,4,3,1,,1,1,1,3,1,,,,1,,1,,,1,,1
ALDINGA BEACH,5173,THEFT AND RELATED OFFENCES,Theft from motor vehicle,23,21,27,23,17,20,20,14,8,11,10,6,5,4,2,12,17,16,9,10,5,6
ALDINGA BEACH,5173,THEFT AND RELATED OFFENCES,Theft from shop,4,4,5,5,3,8,4,5,6,4,3,4,4,3,5,4,9,6,6,2,9,5
ALDINGA BEACH,5173,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,3,7,4,2,4,1,9,1,3,4,1,,6,3,,1,4,4,4,5,5,1
ALFORD,5555,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,,,,,,,,1,,1,,,,,,,,,
ALFORD,5555,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,1,,,,,,,1,,,,,1,,,,,1,,1
ALFORD,5555,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,1,1,,,1,,,,,1,,2,,2,,,,,1
ALFORD,5555,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,,1,2,1,,,,,2,,1,1,,,1,,,,,1
ALFORD,5555,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,1,,,,,,,,,,1,,1,,1,,,
ALFORD,5555,THEFT AND RELATED OFFENCES,Other theft,,,,,,1,,,,,,,,,1,,1,,1,,1,
ALFORD,5555,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,,,,,,,,,,,,,1,,,,,,,,
ALLENBY GARDENS,5009,ACTS INTENDED TO CAUSE INJURY,Assault Police,,1,,,,,,,,,,,,,,,,,,,,
ALLENBY GARDENS,5009,ACTS INTENDED TO CAUSE INJURY,Common Assault,,1,,1,1,,,,,3,3,1,,2,1,2,1,,1,1,1,2
ALLENBY GARDENS,5009,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,1,,,,,,1,,,,,1,,1,,,,,,,,
ALLENBY GARDENS,5009,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,3,2,,,,,1,1,1,7,3,3,,1,,,2,1,2,1,,2
ALLENBY GARDENS,5009,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,,,,,,,,,,,,,,,,,,,1,,
ALLENBY GARDENS,5009,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,2,1,1,,1,,,,,1,,,1,1,,2,,,,
ALLENBY GARDENS,5009,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",,1,,,,,,,,1,2,,,,,,,,,,1,
ALLENBY GARDENS,5009,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,,1,,,,,,,,,,,1,,,,,,,,
ALLENBY GARDENS,5009,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1,,,,,,,,1,1,,2,,,1,,,,,,1,
ALLENBY GARDENS,5009,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,2,,1,1,1,2,,,,,,,,,,,,,,,,
ALLENBY GARDENS,5009,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,7,6,3,8,6,2,2,4,1,9,2,10,5,5,3,7,5,,2,4,7,6
ALLENBY GARDENS,5009,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,1,,1,,,1,,,,,,1,,,,,,,,1
ALLENBY GARDENS,5009,ROBBERY AND RELATED OFFENCES,Aggravated robbery,,,,,,,,,,,,,,2,,1,,,,,,
ALLENBY GARDENS,5009,ROBBERY AND RELATED OFFENCES,Non-aggravated robbery,,,,,1,,,,,,,,,,,,,,,,,
ALLENBY GARDENS,5009,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1,,3,1,,,2,,,2,,1,,,2,3,,,,1,,1
ALLENBY GARDENS,5009,SERIOUS CRIMINAL TRESPASS,SCT - Residence,2,1,3,3,3,2,1,6,4,1,2,3,1,2,3,3,,1,3,3,,
ALLENBY GARDENS,5009,THEFT AND RELATED OFFENCES,Other theft,2,5,3,7,13,5,7,3,3,4,2,1,1,1,5,7,3,1,2,2,4,3
ALLENBY GARDENS,5009,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,,,,,,,,,,1,1,,,,,,,,
ALLENBY GARDENS,5009,THEFT AND RELATED OFFENCES,Theft from motor vehicle,4,1,2,6,10,3,2,4,2,2,1,4,3,3,4,6,4,3,2,2,1,2
ALLENBY GARDENS,5009,THEFT AND RELATED OFFENCES,Theft from shop,2,1,2,,2,2,1,2,1,1,1,1,2,1,1,2,,2,2,3,2,
ALLENBY GARDENS,5009,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1,1,1,3,1,3,3,2,1,3,,2,,2,2,1,1,1,,2,,1
ALLENDALE EAST,5291,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,1,1,,,,,,,,1,,,,1,2,,,,,
ALLENDALE EAST,5291,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,1,1,,,,,,,,,,2,,1,,,,,1,
ALLENDALE EAST,5291,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,,,2,,,,,,,,,,,,,,,,,,
ALLENDALE EAST,5291,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,,,,,,,1,,,,,,,,,,,,
ALLENDALE EAST,5291,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,,,,,,1,,,,,,,,,,,,,,,
ALLENDALE EAST,5291,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2,,,2,,2,,,,3,1,,,,,1,1,,,,,
ALLENDALE EAST,5291,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,,,,1,,,,,,,,,,1,,,,,,
ALLENDALE EAST,5291,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,,,,,,,,,,,,,,1,,,,
ALLENDALE EAST,5291,THEFT AND RELATED OFFENCES,Other theft,2,1,3,,,1,,,,,1,,,1,,1,2,1,,,1,
ALLENDALE EAST,5291,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,1,,1,,1,,,2,,1,,,,1,,1,,,,
ALLENDALE EAST,5291,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,,,,,1,,,,,,,,,1,,,1,,,,
ALLENDALE NORTH,5373,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,,,,,1,,,,,,,,,,,,,,
ALLENDALE NORTH,5373,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,,,,1,,1,,,,,,,,,,,,
ALLENDALE NORTH,5373,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,1,,,,,,,,,,,,,,,,,,,
ALLENDALE NORTH,5373,THEFT AND RELATED OFFENCES,Other theft,,,1,,,,,,,1,,,,,,,,1,,1,,
ALMA,5401,THEFT AND RELATED OFFENCES,Other theft,,,,,,,,,,,,,,,,,1,,,,,1
ALMA,5401,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,,,,,,,,,,,,,1,,,,,
ALTONA,5351,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,1,,,,,,,,,,,,,,,,,,
ALTONA,5351,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,,,,,,,,,,,,,,,,,,1,,
ALTONA,5351,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,,,,,,,,,,,,1,,,1,1,,
ALTONA,5351,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,,,,,,,,,,,1,,,,,,,,
AMATA,5724,ACTS INTENDED TO CAUSE INJURY,Assault Police,2,2,,,,1,1,3,,2,1,,1,,2,,,,1,1,,
AMATA,5724,ACTS INTENDED TO CAUSE INJURY,Common Assault,3,,,,,2,,2,1,1,2,1,2,4,,3,1,1,2,,2,3
AMATA,5724,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,5,7,7,3,7,5,3,9,2,11,3,12,8,16,9,9,10,13,6,7,3,10
AMATA,5724,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,2,2,4,2,,,1,1,1,,4,1,1,1,2,,2,1,2,,1,
AMATA,5724,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,,,,,,,1,,,,,1,,,,,1,,
AMATA,5724,HOMICIDE AND RELATED OFFENCES,Other homicide and related offences,,,,,,,,,,,,,,,,,1,,,,,
AMATA,5724,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",,,,,,,,,,1,,,,,,,,,,,,
AMATA,5724,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,,,,,1,,,,,,,,1,,,,,,1,1,
AMATA,5724,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,4,,,,1,1,,,,1,,,,,,1,,1,,1,3
AMATA,5724,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,,1,,,,,,,,,,,,,,,,,,,3
AMATA,5724,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,3,6,5,2,6,7,10,10,13,3,5,8,5,7,7,3,6,10,7,1,2,10
AMATA,5724,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,1,,,1,,,3,1,,1,,,2,1,,,,,2,3,
AMATA,5724,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,2,2,1,,2,4,4,2,1,2,7,2,3,6,2,1,1,3,1,6,,1
AMATA,5724,SERIOUS CRIMINAL TRESPASS,SCT - Residence,5,1,3,,1,5,3,,1,,1,1,1,1,5,,1,,2,2,1,4
AMATA,5724,THEFT AND RELATED OFFENCES,Other theft,3,1,,2,1,1,2,,2,,,1,1,1,2,,,,1,3,,
AMATA,5724,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,,1,,,,2,,,,,,1,,,,,1,,1
AMATA,5724,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,,1,1,2,,,,,,4,,1,,,2,,1,
AMATA,5724,THEFT AND RELATED OFFENCES,Theft from shop,,,,1,,,,,,1,,,,,,,,,1,,,
AMATA,5724,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,,,,,1,,,,,,,,2,,,,,,,,
AMERICAN RIVER,5221,ACTS INTENDED TO CAUSE INJURY,Common Assault,,1,,,,,,,,,,,,1,,,,,,,,
AMERICAN RIVER,5221,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,1,,,,,,,,1,,,,,,1,,,,,1,
AMERICAN RIVER,5221,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,,,,,,,,,,,,,,,1,,,,
AMERICAN RIVER,5221,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,1,,,,,,,,,,,,,1,,,,,,,
AMERICAN RIVER,5221,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,,,,,,1,,,,,,,,,,,,,,,
AMERICAN RIVER,5221,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,1,,,,,,,,,1,,,,,2,,,,,,
AMERICAN RIVER,5221,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,,,,,,,,,,,,,,1,,,,,,
AMERICAN RIVER,5221,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,,,,,,,,,,,,,,1,,,,,,
AMERICAN RIVER,5221,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,2,,,,,,1,,,,,1,,,,,,1,,,
AMERICAN RIVER,5221,THEFT AND RELATED OFFENCES,Other theft,1,1,,,,1,,,,2,,2,2,,,1,,,,,,1
AMERICAN RIVER,5221,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,,,,,,,,,,,1,,,1,,1,,
AMERICAN RIVER,5221,THEFT AND RELATED OFFENCES,Theft from shop,,,,,,,,,,,,,1,,,,,,,,,
AMERICAN RIVER,5221,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,,,,,,,,,,,,,,,1,,,,,,
ANAMA,5464,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,,,,,,,,,,,,,,1,,,,
ANDAMOOKA,5722,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,1,3,,,,1,1,,,1,,2,1,,,,,1,
ANDAMOOKA,5722,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,,,,,,,,1,,,,,,,,,,,,
ANDAMOOKA,5722,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,2,3,,,2,,,,1,,,,,1,,,,,,,,
ANDAMOOKA,5722,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1,,,1,1,1,,,,,,,,,,,,,,,,
ANDAMOOKA,5722,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,,,,1,,1,,,,,,,,,,,,,
ANDAMOOKA,5722,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,2,1,,,,,1,,1,,,,,,,,,,,,,
ANDAMOOKA,5722,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,3,,,,,,,,,,,,,,,,,,,,
ANDAMOOKA,5722,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,1,,,1,,,,,,,2,,,,,,,,,,,
ANDAMOOKA,5722,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,3,2,4,3,,1,1,2,1,1,2,,1,,1,1,1,,,3,1,
ANDAMOOKA,5722,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,,,,,,1,,,,,,,,,1,,,,,
ANDAMOOKA,5722,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,,,,1,,,,1,,,,,,,,,,1,,1
ANDAMOOKA,5722,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1,,1,1,3,1,3,2,1,,1,,,,,,,,,1,,1
ANDAMOOKA,5722,THEFT AND RELATED OFFENCES,Other theft,2,,,2,2,2,1,1,4,2,2,,1,2,,,1,,2,4,2,
ANDAMOOKA,5722,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,,1,,,,,,,,,,,,,,,,,
ANDAMOOKA,5722,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,1,,,,,,,,,1,,,1,,2,2,,1,,,
ANDAMOOKA,5722,THEFT AND RELATED OFFENCES,Theft from shop,,1,,,,,,,,,,,,,,,1,,,,,
ANDAMOOKA,5722,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,,,1,,,,,,,,,,1,,,,,,,,1
ANDREWS FARM,5114,ACTS INTENDED TO CAUSE INJURY,Assault Police,,1,,,,,1,2,,,,,,,1,1,2,1,,2,,
ANDREWS FARM,5114,ACTS INTENDED TO CAUSE INJURY,Common Assault,9,14,10,11,11,5,4,16,7,5,8,11,3,6,10,8,8,8,2,4,3,13
ANDREWS FARM,5114,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,,1,,,3,1,2,4,1,,2,,2,1,1,,,1,,
ANDREWS FARM,5114,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,14,20,13,13,11,13,19,8,16,19,31,15,21,17,14,18,18,16,16,13,13,16
ANDREWS FARM,5114,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1,1,,,,,2,,,1,3,,,1,1,,,,,1,1,1
ANDREWS FARM,5114,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,5,2,1,1,1,,5,2,2,1,2,3,2,1,,3,,1,2,3,4,3
ANDREWS FARM,5114,HOMICIDE AND RELATED OFFENCES,Murder,,,,,,,,,,,,,,,,1,,,,,,
ANDREWS FARM,5114,HOMICIDE AND RELATED OFFENCES,Other homicide and related offences,,,,,,,,,1,,,,,,,,,,,,,
ANDREWS FARM,5114,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",6,2,,2,1,2,1,2,3,2,5,,2,2,,2,,,1,2,2,
ANDREWS FARM,5114,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,2,,2,,1,1,1,1,,3,1,,3,,1,,1,,,1,1
ANDREWS FARM,5114,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,3,3,1,,1,1,,2,5,6,,1,2,1,1,3,2,,4,3,,
ANDREWS FARM,5114,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,2,1,2,3,1,1,3,3,2,3,3,,,2,1,,2,,1,,1,
ANDREWS FARM,5114,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,28,38,25,31,36,30,21,37,32,33,67,31,37,39,29,30,35,28,25,23,13,21
ANDREWS FARM,5114,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,4,7,6,,5,9,5,7,2,3,4,5,5,5,7,3,,5,4,1,2,4
ANDREWS FARM,5114,ROBBERY AND RELATED OFFENCES,Aggravated robbery,1,1,,,,,1,,1,1,,3,,,,,1,,,,,
ANDREWS FARM,5114,ROBBERY AND RELATED OFFENCES,Blackmail and extortion,,,,,,,,,,,1,,,1,,,,,,,,
ANDREWS FARM,5114,ROBBERY AND RELATED OFFENCES,Non-aggravated robbery,,,,,,1,,1,,,,,,,,,,,,,,
ANDREWS FARM,5114,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,5,1,4,4,2,4,3,6,,,,1,3,,,,,,1,1,1,1
ANDREWS FARM,5114,SERIOUS CRIMINAL TRESPASS,SCT - Residence,16,36,24,22,19,21,19,8,15,15,19,8,11,14,13,6,13,9,7,13,8,8
ANDREWS FARM,5114,THEFT AND RELATED OFFENCES,Other theft,15,13,12,15,11,15,17,21,14,11,11,15,14,14,9,9,12,12,6,8,7,9
ANDREWS FARM,5114,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,3,,,,1,,,1,,3,6,1,2,,3,,,,,3,,
ANDREWS FARM,5114,THEFT AND RELATED OFFENCES,Theft from motor vehicle,7,8,15,15,13,9,14,10,23,15,19,9,17,17,10,12,26,7,19,12,7,14
ANDREWS FARM,5114,THEFT AND RELATED OFFENCES,Theft from shop,,,,,,,,,,,,,,,,,,,1,,,
ANDREWS FARM,5114,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,10,7,4,12,8,14,8,17,9,8,12,7,5,6,5,5,7,6,6,7,10,7
ANGAS PLAINS,5255,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1,,,,,,,,,,,,,,,,,,,,,
ANGAS PLAINS,5255,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,,,,,,,1,,,,,,,,,,,
ANGAS VALLEY,5238,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,1,,,,,,,1,,1,,,,,,,,
ANGAS VALLEY,5238,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,,1,,1,,,,,,,,,,,,,,,
ANGAS VALLEY,5238,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,,,,,,,,,,1,,,,,,1,,,,
ANGAS VALLEY,5238,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,,,,,,,,,,,,1,,,,,,,,
ANGAS VALLEY,5238,THEFT AND RELATED OFFENCES,Other theft,1,,,,,1,,,1,,,,,,,,,,,,,
ANGASTON,5353,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,,,,,,,,,,,,,,,,,,1,,
ANGASTON,5353,ACTS INTENDED TO CAUSE INJURY,Common Assault,6,2,,3,1,3,,2,1,2,,2,1,,,,,,,1,,
ANGASTON,5353,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,,,,,,,,,,,,,1,1,,1,,,,
ANGASTON,5353,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,2,,3,1,2,,,2,3,1,3,1,5,1,2,1,,1,1,,1
ANGASTON,5353,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,1,,,,,1,,,,,,,,,,,,,,,
ANGASTON,5353,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,1,,,1,2,,1,,1,,,1,,1,,,,,,
ANGASTON,5353,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",,,,,,,,,1,,,,,,,,,,,,,
ANGASTON,5353,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1,,,,1,,,,,,,,,,,,,,,,,
ANGASTON,5353,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,,1,2,1,,,1,,1,1,,,1,,1,2,1,,,1,
ANGASTON,5353,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,4,5,8,4,5,11,3,4,4,5,3,1,,4,3,6,5,3,4,2,2,3
ANGASTON,5353,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,,,,,,,1,,,,,,,1,,,,,,
ANGASTON,5353,ROBBERY AND RELATED OFFENCES,Aggravated robbery,,,,,,,,,,,,,,,,1,,,,,,
ANGASTON,5353,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1,2,1,1,,2,1,1,,1,3,7,1,1,5,3,,3,1,,3,7
ANGASTON,5353,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1,1,2,,1,2,1,1,,1,1,,,,,,,2,,,1,1
ANGASTON,5353,THEFT AND RELATED OFFENCES,Other theft,4,4,4,7,,8,6,6,2,2,2,6,6,4,2,4,5,4,3,2,2,5
ANGASTON,5353,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,1,,,,1,,1,1,,,,,,,1,,,,
ANGASTON,5353,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,3,,3,,2,1,,1,1,1,,2,,,,2,,1,,
ANGASTON,5353,THEFT AND RELATED OFFENCES,Theft from shop,,,,,,,,,1,1,,,,,,,1,1,,2,1,
ANGASTON,5353,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,,1,,2,1,,,,,1,,,,,,,1,1,,1,1
ANGLE PARK,5010,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,,,,,,1,,2,1,,,1,,,,,1,,,
ANGLE PARK,5010,ACTS INTENDED TO CAUSE INJURY,Common Assault,2,,1,1,2,2,2,3,,3,3,1,1,6,2,,,5,2,2,6,1
ANGLE PARK,5010,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,,,1,,,,,1,,,,,,2,,,,,1,
ANGLE PARK,5010,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,2,5,1,2,,2,1,2,3,1,3,2,2,2,,4,3,2,4,7,,1
ANGLE PARK,5010,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,1,,,1,,,,,,,,,,,,,,,,,1
ANGLE PARK,5010,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,1,,,,1,1,1,,2,2,,,1,3,,1,1,,,,1
ANGLE PARK,5010,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",,,,,,,1,,,,,,,,1,,,,,,,
ANGLE PARK,5010,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",1,,,1,,,,,1,,,,,,,,,,,,,
ANGLE PARK,5010,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,2,,,,,,,1,,,,1,1,1,,,,2,1,,1
ANGLE PARK,5010,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,1,4,,,1,,1,,,,,,,,,4,,,2,,2,
ANGLE PARK,5010,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,4,14,11,11,9,9,8,6,8,9,7,10,7,9,6,10,6,10,10,7,11,8
ANGLE PARK,5010,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,2,,1,1,,1,,,,,,,1,,,,,,,,2
ANGLE PARK,5010,ROBBERY AND RELATED OFFENCES,Aggravated robbery,,,,,,,,,,,,,,,,,,2,,,,
ANGLE PARK,5010,ROBBERY AND RELATED OFFENCES,Non-aggravated robbery,,,,,,,,,,,1,,,,,,,,,,,
ANGLE PARK,5010,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1,2,,,2,3,3,,2,2,2,,1,,1,,1,,1,2,1,1
ANGLE PARK,5010,SERIOUS CRIMINAL TRESPASS,SCT - Residence,2,3,2,,1,,,3,1,4,3,2,4,2,2,3,2,3,,,5,3
ANGLE PARK,5010,THEFT AND RELATED OFFENCES,Other theft,17,13,9,6,7,11,11,11,6,9,3,4,,10,5,7,3,12,4,5,6,6
ANGLE PARK,5010,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,1,,1,,,,,,,,,,,1,,1,1,1,1,,,2
ANGLE PARK,5010,THEFT AND RELATED OFFENCES,Theft from motor vehicle,6,4,11,14,7,9,4,7,11,11,11,20,4,4,6,3,3,6,2,2,2,1
ANGLE PARK,5010,THEFT AND RELATED OFFENCES,Theft from shop,1,1,,,,3,3,,2,,1,9,1,,,1,1,,,3,3,
ANGLE PARK,5010,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,4,1,2,2,1,,,1,2,1,4,1,1,,3,3,1,1,1,1,5
ANGLE VALE,5117,ACTS INTENDED TO CAUSE INJURY,Common Assault,2,,,2,,1,1,1,1,1,1,1,3,,3,,,2,,1,3,
ANGLE VALE,5117,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,,,,,,3,1,,,,,,,,,,,,,
ANGLE VALE,5117,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,2,1,,2,2,5,,,,1,3,1,,,2,1,1,1,2,1,1,1
ANGLE VALE,5117,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,,,,,,,,,1,,,,,,,,,,,,
