district,category,subcategory,year,records
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2015 Q2,21
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2015 Q3,20
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2015 Q3,21
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2015 Q3,28
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2015 Q4,45
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2015 Q4,47
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2015 Q4,34
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2016 Q1,63
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2016 Q1,33
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2016 Q1,46
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2016 Q2,37
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2016 Q2,39
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2016 Q2,33
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2016 Q3,33
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2016 Q3,40
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2016 Q3,39
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2016 Q4,39
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2016 Q4,56
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2016 Q4,42
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2017 Q1,64
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2017 Q1,41
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2017 Q1,51
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2017 Q2,48
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2017 Q2,40
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2017 Q2,43
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2017 Q3,56
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2017 Q3,40
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2017 Q3,61
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2017 Q4,66
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2017 Q4,43
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2017 Q4,54
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2018 Q1,59
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2011 Q3,1
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2011 Q4,1
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2012 Q1,2
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2012 Q2,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2012 Q3,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2012 Q4,1
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2013 Q1,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2013 Q2,1
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2013 Q3,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2013 Q3,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2013 Q3,2
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2013 Q4,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2013 Q4,3
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2013 Q4,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2014 Q1,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2014 Q1,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2014 Q1,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2014 Q2,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2014 Q2,1
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2014 Q2,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2014 Q3,1
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2014 Q3,1
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2014 Q3,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2014 Q4,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2014 Q4,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2014 Q4,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2015 Q1,1
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2015 Q1,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2015 Q1,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2015 Q2,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2015 Q2,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2015 Q2,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2015 Q3,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2015 Q3,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2015 Q3,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2015 Q4,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2015 Q4,1
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2015 Q4,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2016 Q1,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2016 Q1,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2016 Q1,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2016 Q2,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2016 Q2,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2016 Q2,1
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2016 Q3,1
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2016 Q3,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2016 Q3,1
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2016 Q4,2
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2016 Q4,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2016 Q4,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2017 Q1,3
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2017 Q1,2
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2017 Q1,1
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2017 Q2,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2017 Q2,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2017 Q2,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2017 Q3,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2017 Q3,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2017 Q3,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2017 Q4,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2017 Q4,0
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2017 Q4,1
Palmerston Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2018 Q1,0
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2011 Q3,7
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2011 Q4,4
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2012 Q1,6
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2012 Q2,4
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2012 Q3,6
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2012 Q4,12
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2013 Q1,5
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2013 Q2,4
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2013 Q3,4
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2013 Q3,2
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2013 Q3,3
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2013 Q4,1
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2013 Q4,18
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2013 Q4,0
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2014 Q1,0
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2014 Q1,6
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2014 Q1,3
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2014 Q2,3
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2014 Q2,6
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2014 Q2,2
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2014 Q3,1
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2014 Q3,6
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2014 Q3,3
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2014 Q4,4
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2014 Q4,4
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2014 Q4,2
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2015 Q1,1
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2015 Q1,1
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2015 Q1,8
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2015 Q2,1
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2015 Q2,0
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2015 Q2,2
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2015 Q3,1
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2015 Q3,3
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2015 Q3,4
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2015 Q4,1
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2015 Q4,4
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2015 Q4,3
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2016 Q1,6
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2016 Q1,2
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2016 Q1,3
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2016 Q2,2
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2016 Q2,1
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2016 Q2,4
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2016 Q3,1
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2016 Q3,5
Palmerston Crime Statistics,Sexual assault and related offences,Sexual assault,2016 Q3,3
